NAMA_WP,Kategori,Total_Omset_12Bulan,Total_Pajak_12Bulan,Efektivitas_Pajak,Risk_Label,prediction,Segmentasi
RM. BALAKECRAKAN,Lokal,744983260,86773205.46974096,11.647671663390176,0,0,Silver (Small)
WN. AYAM GORENG ROJAI,Resto Umum,26000000,3030924.3480220484,11.657395958209744,0,0,Silver (Small)
WN. MM,Resto Umum,389720000,45400008.01362159,11.649391002692875,0,0,Silver (Small)
NASI TIMBEL SAWARGI,Resto Umum,26740000,3114597.7729068715,11.64770521758506,0,0,Silver (Small)
WN. SAWARGI DZLA,Resto Umum,11000000,1281235.098560321,11.6475790986439,0,0,Silver (Small)
WN. SOTO DAN SOP AP,Resto Umum,11000000,1281235.098560321,11.6475790986439,0,0,Silver (Small)
WN. IBU HJ. ATIK PEMADAM KELAPARAN,Resto Umum,370340000,43161950.1081401,11.654681835496646,0,0,Silver (Small)
WN. BAH ASDI,Resto Umum,22000000,2562465.1971288235,11.647562724642258,0,0,Silver (Small)
WN HALAMAN,Resto Umum,167611320,19522764.82508399,11.647640163783192,0,0,Silver (Small)
WARUNG SANGU ALUN ALUN,Lokal,823890300,96094075.39574255,11.663454952210015,0,0,Silver (Small)
MB. KIMAN PADAYUNGAN,Resto Umum,18000000,2099386.0167056136,11.663247872865938,0,0,Silver (Small)
MB. AJI BORJU,Resto Umum,41400000,4825032.840303751,11.65466531822201,0,0,Silver (Small)
MB. SOLO PENGKOLAN,Resto Umum,22000000,2562465.1971288235,11.647562724642258,0,0,Silver (Small)
MB. WIJI I,Resto Umum,100000000,11654632.616695313,11.654631218139567,0,0,Silver (Small)
MB. WIJI II,Resto Umum,100000000,11654632.616695313,11.654631218139567,0,0,Silver (Small)
MB. MAMBO,Resto Umum,69454000,8094660.908998891,11.654706007478575,0,0,Silver (Small)
MB. JARO,Resto Umum,9000000,1051935.7758909366,11.688159703464136,0,0,Silver (Small)
MB. SELECTA,Resto Umum,42500000,4950297.745827406,11.64775611316864,0,0,Silver (Small)
MB. SARI RAOS,Resto Umum,221720000,25825002.31898731,11.647573931660851,0,0,Silver (Small)
MB. MANCUNG,Resto Umum,9000000,1053488.1659279629,11.705408458654976,0,0,Silver (Small)
MB. LOMA,Resto Umum,27000000,3149076.525061198,11.66324120545279,0,0,Silver (Small)
MB. SARI RASA HZ,Resto Umum,165900000,19327663.36577594,11.65018804566207,0,0,Silver (Small)
MB. SARI RASA TP,Resto Umum,78660000,9163822.38695414,11.649912266672601,0,0,Silver (Small)
MB. BURANGRANG,Resto Umum,44000000,5124925.394261738,11.64755453762544,0,0,Silver (Small)
MB. H ODING,Resto Umum,578500000,67450799.60659394,11.659602110188708,0,0,Silver (Small)
MB. KIMAN PANCASILA,Resto Umum,48000000,5599638.587750837,11.66591080800321,0,0,Silver (Small)
MB. LAKSANA I,Resto Umum,1130000000,131621551.65593842,11.647924801609507,0,0,Silver (Small)
MB. LAKSANA II AP,Resto Umum,310000000,36116551.11084707,11.650499907350673,0,0,Silver (Small)
MB. SIMPATI,Resto Umum,361800000,42144911.56084061,11.648676109176193,0,0,Silver (Small)
MB. SUMATRA,Resto Umum,432054000,50326378.61616453,11.6481683350656,0,0,Silver (Small)
BASMAL AP,Resto Umum,422160000,49176913.97599179,11.648880182425186,0,0,Silver (Small)
MB. H. ODING II,Resto Umum,666300000,77654917.5568628,11.654647479859689,0,0,Silver (Small)
MB. SAMUDRA,Resto Umum,163000000,18986350.598829646,11.648066994516322,0,0,Silver (Small)
MB. FIRMAN,Lokal,116000000,13843682.348024562,11.93420768613762,0,0,Silver (Small)
MB. ECHO 93,Resto Umum,2000000,244467.63744590757,12.223308532444186,0,0,Silver (Small)
ES DUREN SI MADU,Resto Umum,28000000,3265953.591830804,11.664114971917884,0,0,Silver (Small)
MB. ADIS,Resto Umum,322700000,37611170.90376183,11.655150141042395,0,0,Silver (Small)
MB. WONOGIRI,Resto Umum,60500000,7046770.542110773,11.647552304800818,0,0,Silver (Small)
MB. 55,Resto Umum,205620000,23970982.947543293,11.657903680865116,0,0,Silver (Small)
MB. HENHEN,Resto Umum,117540000,13742486.714389037,11.691752009000169,0,0,Silver (Small)
BASO GEJROT TASIKMALAYA,Resto Umum,52325960,6095543.943413712,11.649174798728463,0,0,Silver (Small)
BASO GEJROT TASIKMALAYA,Resto Umum,61653400,7181460.079616342,11.648114591965067,0,0,Silver (Small)
BASO GEJROT TASIKMALAYA,Resto Umum,40388850,4716181.651614691,11.676936209826092,0,0,Silver (Small)
BASO JAPRI (YUDANEGARA),Resto Umum,484088000,56467598.8537198,11.66473811661335,0,0,Silver (Small)
BASO JAPRI (INDIHIANG),Resto Umum,759341000,88576074.59685537,11.664861135783797,0,0,Silver (Small)
BASO MANG JA'I,Resto Umum,57798580,6732485.190714362,11.648182001932437,0,0,Silver (Small)
BASO JAPRI (SILIWANGI),Resto Umum,270648000,31684571.54107652,11.706929345956741,0,0,Silver (Small)
BASO JAPRI (KAWALU),Resto Umum,531477000,61948082.91557774,11.655834874675207,0,0,Silver (Small)
WAROENG BASO CEPOT,Resto Umum,460000000,53579493.16427682,11.647715601424117,0,0,Silver (Small)
MIE BASO SARI RASA AP,Lokal,47548000,5542119.428590214,11.655838373621624,0,0,Silver (Small)
WAROENG BASO CEPOT DJUANDA,Resto Umum,209400000,24390575.2716466,11.64783852622062,0,0,Silver (Small)
BAKMIE HAO CHI,Lokal,100224324,11717503.130743152,11.691275391181591,0,0,Silver (Small)
